EAR_mean,EAR_std,EAR_trend,BF,ECD_max,MAR_max,YF,HP_mean,HP_std,GD_ratio,lane_drift_var,lane_offset_mean,steering_instability,correction_freq,reaction_delay_mean,steering_reversals,session_duration,time_of_day_sin,time_of_day_cos,target
0.32362577845230184,0.012382044908351398,0.0021829195624553568,1.5769247674187485,0.18706634372596526,0.4425247260212022,0.7295365217158903,-2.4001439880275854,2.487854339099096,0.09411022201510057,0.05875752037032218,0.2923250931689352,0.005549909128611158,1.8257788239601354,0.16711191733312883,1.2095208585667088,3.4279891143232772,0.8653327099782153,-0.022004856190418476,0
0.32272299992025755,0.049915509623753164,-0.0005040452210831707,0.14176030660619898,0.2017948008392862,0.47500950564667677,0.9330515466468332,2.223094908279819,1.6940693842357923,0.11207729732944782,0.04452241970544764,0.22556534615599086,0.06281599956106006,0.30622581752712474,0.18994616244093507,0.24811795710921114,7.145213677693323,0.8808802671119094,-0.39498345065259444,0
0.15269009012014167,0.1081532652715008,-0.032291574396991304,3.8334327059806697,0.668914310568985,0.651011181417662,1.8947754314690792,-4.150429498075541,24.963216010388457,0.5081350706394985,0.584959034645167,0.33705990716117357,0.5250430525382179,4.117511352687154,0.8753299471104561,3.552529251736886,68.46594278416694,-0.2803326315480499,-0.8935711966932478,1
0.298678825574414,0.014817961333932518,0.004015622863223928,0.7926175064410177,0.12671793998047576,0.26156415918558734,0.9517511650312976,1.710093526285128,1.1251702287713916,0.18478887797006724,0.03126200855153354,0.05617363467894546,0.12437002480920628,1.3392265482015553,0.07474030972432695,1.9410730640097393,3.591211737886738,0.9334926038402047,-0.6393750472399853,0
0.34583451229779405,0.029551403085412514,-0.007737990230756511,0.5431302678942616,0.23044608496935354,0.47456338457917885,0.6340029159075691,-1.016710507837998,8.640566322893658,0.07278737479425448,0.181417449576722,0.2613686762810629,0.14597404755775667,2.816057148132047,0.13165268105871075,1.2236322927849164,1.2190241981829364,0.4930723764919682,0.8168958073028572,0
0.17492197380481928,0.14447003214289372,-0.030784190612108086,5.326302362671922,0.7695220229717613,0.7148743400547471,2.9965061673093984,3.0128711779649464,23.383035244333627,0.30779142490786565,0.30303053628542864,0.5877957312899991,0.4954050840563079,5.547369682495583,0.8447565557528529,3.8865827199088656,37.12588783593278,-0.5008336511349478,-0.37443521868439644,1
0.32891175814603324,0.04036876810906562,0.002105899659883623,0.2759443388688625,0.09416968218601598,0.36139854527281673,0.20188060649313144,-0.42255633286946725,2.320844095073581,0.18525204789619926,0.016464018780271573,0.08005057236896083,0.05423690254606301,0.6608272844812538,0.012139990719934445,1.8184361219906686,2.596117330562496,0.2837966356712631,0.7714934519109871,0
0.1667708826469279,0.10070477880912876,-0.012695415353637114,3.8979111443158763,0.7730910836157321,0.9438076832050877,2.0293845082878335,-10.520844435397208,12.537516164407617,0.4096447564258146,0.31104263723790443,0.5562567750766234,0.4707081125295585,4.939331687812439,0.7664320807212532,7.279929734178337,112.43729057806091,-0.02229986799535366,-0.7801142786797617,1
0.3340149595747612,0.032790905688250535,0.00645009454015503,0.9098023956776942,0.12751705107339642,0.36149092857426934,0.29694591843660934,-2.58201779188719,9.940405944622063,0.14951942564144297,0.032596230704983874,0.1472618777492088,0.11639495225766078,2.3487866532429234,0.042028862936676535,1.3767382556437804,6.753218394269998,0.4503096908812789,-0.4425078976464367,0
0.1714709654309749,0.11854326003266336,-0.021429335191271954,3.6652842643489887,0.679527513821488,0.8345387019045749,2.1861427232520274,13.095325617341668,18.62865709994363,0.32827734575591466,0.3483837492766951,0.3756863577772085,0.24652842735481292,3.1188063670276684,0.6036424022882401,6.3019366749796415,69.61282791791902,-0.8719853262927861,-0.36253402685660197,1
